algorithm	localsearch	alpha	beta	rho	ants	q0	rasrank	elitistants	nnls	dlb
"acs"	"2"	4.65	7	0.19	7	0.06	NA	NA	33	"1"
"acs"	"3"	3.15	2.26	0.75	82	0.96	NA	NA	21	"1"
"acs"	"3"	2.89	2.66	0.91	75	0.73	NA	NA	18	"1"
"acs"	"3"	2.95	0.9	0.97	56	0.67	NA	NA	17	"1"
"acs"	"3"	4.47	5.2	0.77	78	0.61	NA	NA	29	"1"
"acs"	"3"	3.52	3.29	0.77	72	0.93	NA	NA	29	"1"
"acs"	"3"	2.15	0.55	0.76	60	0.82	NA	NA	24	"1"
"acs"	"3"	2.19	3.33	0.84	65	0.69	NA	NA	14	"1"
"acs"	"3"	2.69	2.74	1	64	0.57	NA	NA	20	"1"
"acs"	"3"	3.39	6.01	0.96	72	0.88	NA	NA	24	"1"
"acs"	"3"	3.24	2.43	0.9	67	0.52	NA	NA	19	"1"
"acs"	"3"	2.37	4.44	0.95	56	0.29	NA	NA	14	"1"
"acs"	"3"	3.66	5.89	0.99	72	0.75	NA	NA	14	"1"
"acs"	"3"	2.95	3.89	0.85	65	0.51	NA	NA	16	"1"
"acs"	"3"	3.56	3.05	0.91	74	0.45	NA	NA	14	"1"
"acs"	"3"	2.99	1.86	0.94	64	0.57	NA	NA	17	"1"
"acs"	"3"	3.17	4.99	0.95	70	0.41	NA	NA	15	"1"
"acs"	"3"	3.89	2.09	0.9	70	0.5	NA	NA	9	"1"
"acs"	"3"	2.49	3.6	0.81	61	0.38	NA	NA	13	"1"
"acs"	"3"	2.92	2.27	0.92	68	0.6	NA	NA	16	"1"
"acs"	"3"	3.32	3.87	0.81	71	0.55	NA	NA	14	"1"
"mmas"	"3"	1.11	8.13	0.62	23	NA	NA	NA	7	"1"
"acs"	"3"	3.72	6.59	0.15	40	0.94	NA	NA	13	"0"
"acs"	"3"	3.72	5.59	0.35	61	0.42	NA	NA	20	"0"
"acs"	"3"	2.15	6.45	0.3	43	0.67	NA	NA	36	"1"
"acs"	"3"	2.91	6.1	0.26	57	0.92	NA	NA	36	"1"
"acs"	"3"	2.85	8.13	0.63	32	0.68	NA	NA	23	"1"
"acs"	"3"	2.49	4.23	0.09	44	0.83	NA	NA	27	"1"
"acs"	"3"	4.08	3.79	0.21	60	0.55	NA	NA	5	"0"
"acs"	"3"	2.63	5.12	0.49	53	0.47	NA	NA	6	"0"
"acs"	"3"	2.87	8.96	0.72	39	0.43	NA	NA	21	"1"
"acs"	"3"	2.9	2.78	0.03	44	0.98	NA	NA	31	"1"
"acs"	"3"	3.98	3.88	0.24	55	0.55	NA	NA	7	"0"
"acs"	"3"	2.15	5.04	0.24	36	0.9	NA	NA	25	"1"
"acs"	"3"	2.6	3.27	0.12	45	0.92	NA	NA	26	"1"
"acs"	"3"	2.38	9.45	0.81	42	0.45	NA	NA	19	"1"
"acs"	"3"	2.98	9.04	0.79	50	0.52	NA	NA	13	"1"
"acs"	"3"	3.85	3.38	0.23	56	0.52	NA	NA	8	"0"
"acs"	"3"	2.46	8.95	0.65	44	0.36	NA	NA	21	"1"
"acs"	"3"	2.89	9.99	0.94	57	0.48	NA	NA	13	"1"
"acs"	"3"	3.17	9.28	0.73	57	0.49	NA	NA	10	"1"
"acs"	"3"	3.3	9.79	0.77	59	0.53	NA	NA	15	"1"
"acs"	"3"	3.34	9.86	0.71	52	0.46	NA	NA	15	"1"
"ras"	"3"	3.74	7	0.64	43	NA	55	NA	27	"0"
"acs"	"1"	4.36	5.75	0.52	7	0.21	NA	NA	33	"1"
"acs"	"2"	1.55	7.63	0.21	25	0.89	NA	NA	13	"1"
"acs"	"3"	4.31	1.21	0.78	69	0.15	NA	NA	6	"1"
"acs"	"3"	2.56	1.1	0.67	35	0.67	NA	NA	34	"1"
"acs"	"3"	4.74	1.06	0.48	68	0.03	NA	NA	11	"1"
"acs"	"3"	3.18	1.53	0.44	59	0.39	NA	NA	12	"1"
"acs"	"3"	4.73	5.36	0.63	70	0.14	NA	NA	13	"1"
"acs"	"3"	2.46	4.33	0.37	54	0.76	NA	NA	30	"1"
"acs"	"3"	1.9	1.39	1	52	0.49	NA	NA	24	"1"
"acs"	"3"	2.01	0.99	0.95	47	0.51	NA	NA	17	"1"
"acs"	"3"	3.74	1.81	0.32	56	0.37	NA	NA	13	"1"
"acs"	"3"	3.94	8.13	0.61	63	0.09	NA	NA	11	"1"
"acs"	"3"	2.74	0.52	0.44	49	0.52	NA	NA	14	"1"
"acs"	"3"	3.31	1.78	0.36	55	0.42	NA	NA	12	"1"
"acs"	"3"	4.09	8.6	0.53	59	0.08	NA	NA	12	"1"
"acs"	"3"	3.71	9.33	0.53	56	0.08	NA	NA	16	"1"
"acs"	"3"	3.89	8.77	0.69	65	0.02	NA	NA	11	"1"
"acs"	"3"	3.38	8.36	0.73	63	0.13	NA	NA	9	"1"
"acs"	"3"	4.71	9.12	0.58	61	0.06	NA	NA	12	"1"
"acs"	"3"	3.68	1.41	0.29	54	0.25	NA	NA	14	"1"
"acs"	"3"	4.02	2.02	0.31	57	0.24	NA	NA	17	"1"
